1986,I'm An Adult Now,Rock/Pop,Berg| Moe; REC: The Pursuit Of Happiness
1936,I'm An Old Cow Hand From The Rio Grande,Country/Bluegrass,Mercer| Johnny; REC: Roy Rogers; Bing Crosby; Patsy Montana; Sonny Rollins
1987,I'm Bad,Hip-Hop,LL Cool J| Ervin| B.| Simon| D.| & Pierce| D.; REC: LL Cool J
1944,I'm Beginning To See The Light,Swing,Ellington| D.| James| H.| Hodges| J.| & George| D.; REC: Harry James; Peggy Lee; Clarence "Gatemouth" Brown
1998,I'm Black And I'm Proud,Hip-Hop,Dechalus| L.| Dixon| W.| Jones| K.| Murphy| D.| & Brown| J.; REC: Brand Nubian
1930,I'm Confessin' (That I Love You),Jazz,Daugherty| D.| & Neiburg| A.; REC: Rudy Vallee; Louis Armstrong; Tony Bennett & k. d. lang; Charlie Christian; Thelonious Monk; Lester Young; Oscar Peterson; Wynton Marsalis
1921,I'm Craving For That Kind Of Love,Musical/Film,Blake| E.| & Sissle| N.; REC: Gertrude Saunders
1964,I'm Crying,R & B/Soul,Burdon| E.| & Price| A.; REC: The Animals; Iggy Pop
1978,I'm Every Woman,R & B/Soul,Ashford| N.| & Simpson| V.; REC: Chaka Kahn; Whitney Houston
1910,I'm Falling In Love With Someone,Musical/Film,Herbert| V.| & Johnson Young| R.; REC: Nelson Eddie & Jeanette MacDonald
1932,I'm Gettin' Sentimental Over You,Musical/Film,Bassman| G.| & Washington| N.; REC: Tommy Dorsey; The Ink Spots
1968,I'm Going Home,Blues,Lee| Alvin; REC: Ten Years After
1988,I'm Gonna Be (500 Miles),Rock/Pop,Reid| C.| & Reid| C.; REC: The Proclaimers
1935,I'm Gonna Sit Right Down And Write Myself A Letter,Jazz,Ahlert| F.| & Young| J.; REC: Fats Waller; The Boswell Sisters; Nat King Cole; Art Tatum; Frank Sinatra; Sarah Vaughan; Ella Fitzgerald
1949,I'm Gonna Wash That Man Right Outa My Hair,Musical/Film,Rodgers| R.| & Hammerstein| II| O.; REC: Peggy Lee; Dinah Shore; Mary Martin; The Weather Girls
1956,I'm In Love Again,R & B/Soul,Domino| F.| & Bartholomew| D.; REC: Fats Domino; The Animals
1935,I'm In The Mood For Love,Jazz,McHugh| J.| & Fields| D.; REC: Sarah Vaughan; Louis Armstrong; The Flamingos; Rod Stewart
1945,I'm Just A Lucky So And So,Jazz,Ellington| D.| & David| M.; REC: Mose Allison; Tony Bennett; Ella Fitzgerald
1981,I'm Just An Old Chunk Of Coal (But I'm Gonna Be A Diamond Some Day),Country/Bluegrass,Shaver| Billy Joe; REC: Johnny Cash; John Anderson; Billy Joe Shaver; Joan Crane; Roy Bookbinder; Stonewall Jackson
1921,I'm Just Wild About Harry,Musical/Film,Blake| E.| & Sissle| N.; REC: Al Jolson; Eubie Blake
1927,I'm Looking Over A Four Leaf Clover,Musical/Film,Woods| H. M.| & Dixon| M.; REC: Al Jolson
1948,I'm Movin' On,Country/Bluegrass,Snow| Hank; REC: Hank Snow; The Rolling Stones; Jimmy Smith
1948,I'm My Own Grandpa,Country/Bluegrass,Latham| D.| & Jaffe| M.; REC: Ray Stevens; Lonzo & Oscar; Homer & Jethro
1942,I'm Old Fashioned,Jazz,Kern| J.| & Mercer| J.; REC: Cassandra Wilson; Ella Fitzgerald; John Coltrane; Kiri Te Kanawa; Marian McPartland
1985,I'm On Fire,Rock/Pop,Springsteen| Bruce; REC: Bruce Springsteen
1936,I'm Putting All My Eggs In One Basket,Musical/Film,Berlin| Irving; REC: Fred Astaire; Stuff Smith
1954,I'm Ready,Blues,Dixon| Willie; REC: Willie Dixon; Muddy Waters
1925,I'm Sitting On Top Of The World,Musical/Film,Henderson| R.| Lewis| S.| & Young| J.; REC: Al Jolson; ; Leon Redbone
1977,I'm So Bored With The U. S. A.,Rock/Pop,Strummer| J.| & Jones| M.; REC: The Clash
1982,I'm So Excited,Dance/Electronica,Pointer| A.| Pointer| J.| Pointer| R.| & Lawrence| T.; REC: The Pointer Sisters
1931,I'm So Glad,Blues,James| Skip; REC: Skip James; Cream; Chris Cotton; Deep Purple; Iggy & The Stooges
1949,I'm So Lonesome I Could Cry,Country/Bluegrass,Williams| Sr.| Hank; REC: Hank Williams| Sr.; Cowboy Junkies
1960,I'm Sorry,Rock/Pop,Self| R.| & Allbritten| D.; REC: Brenda Lee
1983,I'm Still Standing,Rock/Pop,John| E.| & Taupin| B.; REC: Elton John
1929,I'm The Last Of The Red Hot Mamas,Musical/Film,Ager| M.| & Yellen| J.; REC: Sophie Tucker; Herman Kenin's Orchestra
1930,I'm Thinking Tonight Of My Blue Eyes,Country/Bluegrass,Carter| A. P.| & Marcotte| D.; REC: The Carter Family
1996,I'm To Blame,Folk/Roots,Desser| Hayden; REC: Hayden
1992,I'm Too Sexy,Rock/Pop,Fairbrass| F.| Fairbrass| R.| & Manzoli| R.; REC: Right Said Fred
1961,I'm Tore Down,Blues,Thompson| Sonny; REC: Freddie King; Eric Clapton; John Mayall
1967,I'm Waiting For The Man,Rock/Pop,Reed| Lou; REC: The Velvet Underground
1957,I'm Walkin',R & B/Soul,Domino| F.| & Bartholomew| D.; REC: Fats Domino
1988,I'm Your Man,Rock/Pop,Cohen| Leonard; REC: Leonard Cohen
1988,I'm Your Pusher,Hip-Hop,Ice-T| & Islam| A.; REC: Ice-T
1998,Image Of You,Dance/Electronica,Ayers| D.| Friend| A.| Shackleton| E.| & Thair| R.; REC: Red Snapper
1998,Images Of .44 Casings,Hip-Hop,Dalek; REC: Dalek
1940,Imagination,Jazz,Van Heusen| J.| & Burke| J.; REC: Chet Baker; Ella Fitzgerald; Frank Sinatra; Paul Desmond; Mel Torme; Peggy Lee; Art Pepper; Curtis Fuller; Glenn Miller
1971,Imagine,Rock/Pop,Lennon| John; REC: John Lennon
1970,Immigrant Song,Rock/Pop,Page| J.| & Plant| R.; REC: Led Zeppelin
1965,Impossible Dream, The,Musical/Film,Leigh| M.| & Darion| J.; REC: Simon Gilbert
1940,In A Mellow Tone,Jazz,Ellington| Duke; REC: Duke Ellington; Oscar Peterson; Erroll Garner; Coleman Hawkins; Ella Fitzgerald
1927,In A Mist,Jazz,Beiderbecke| Bix; REC: Bix Beiderbecke; Benny Goodman; David Frishberg; Harry James
1935,In A Sentimental Mood,Jazz,Ellington| Duke; REC: Duke Ellington; Benny Goodman; Ella Fitzgerald; John Coltrane; Art Tatum; Ahmad Jamal
1970,In A Silent Way,Jazz,Zawinul| Joe; REC: Miles Davis; Joe Zawinul; Santana; Nat Adderley; Michael Ayres
1985,In Between Days,Rock/Pop,Smith| Robert; REC: The Cure
1964,In C,Classical/ Contemporary,Riley| Terry; REC: Terry Riley
1965,In Crowd, The,Rock/Pop,Page| Billy; REC: The Ramsey Lewis Trio; Georgie Fame & The Blue Flames; Dobie Gray; Ray Bryant Trio; Quincy Jones
1994,In De Ghetto,Dance/Electronica,Morales| D.| Bennett| D.| Dunbar| S.| & Tucker| H.; REC: David Morales
1963,In Dreams,Rock/Pop,Orbison| Roy; REC: Roy Orbison
1975,In France They Kiss On Main Street,Rock/Pop,Mitchell| Joni; REC: Joni Mitchell
1998,In My Business,R & B/Soul,Elliott| M.| Turner| L.| & Bradshaw| K.; REC: Missy Elliott & Whitney Houston
1965,In My Life,Rock/Pop,Lennon| J.| & McCartney| P.; REC: The Beatles
1963,In My Room,Rock/Pop,Wilson| B.| & Usher| G.; REC: The Beach Boys
1933,In My Time Of Dying,Blues,White| Josh/Traditional; REC: Josh White; Led Zeppelin
1978,In The Bush,Dance/Electronica,Adams| P.| & Cooper| S.; REC: Musique
1951,In The Cool Cool Cool Of The Evening,Jazz,Carmichael| H.| & Mercer| J.; REC: Bing Crosby
1990,In The Court Of King Oliver,Jazz,Marsalis| Wynton; REC: Wynton Marsalis
1969,In The Court Of The Crimson King,Rock/Pop,Fripp| R.| McDonald| I.| & Sinfield| P.; REC: King Crimson
1998,In The Darkest Place,Rock/Pop,Costello| E.| & Bacharach| B.; REC: Elvis Costello
1976,In The Falling Dark,Folk/Roots,Cockburn| Bruce; REC: Bruce Cockburn
1913,In The Garden,Gospel,Miles| Charles Austin; REC: Joseph Spence; Loretta Lynn
1969,In The Ghetto,Rock/Pop,Davis| Mac; REC: Elvis Presley; Nick Cave & The Bad Seeds; Solomon Burke; The Cranberries
1902,In The Good Old Summertime,Musical/Film,Evans| G.| & Shields| R.; REC: Les Paul & Mary Ford
1928,In The Jailhouse Now,Country/Bluegrass,Rodgers| Jimmie; REC: Jimmie Rodgers; Johnny Cash; Webb Pierce; Leon Redbone
1965,In The Midnight Hour,R & B/Soul,Cropper| S.| & Pickett| W.; REC: Wilson Pickett; The (Young) Rascals
1938,In The Mood,Swing,Garland| J.| & Razaf| A.; REC: Glenn Miller; Benny Goodman; Artie Shaw; Glen Gray; Duke Ellington; Ray Anthony; Bette Midler
1932,In The Pines (aka Where Did You Sleep Last Night?),Folk/Roots,Leadbelly/Traditional; REC: Leadbelly; Bill Monroe; The Osborne Brothers; Nirvana
1905,In The Shade Of The Old Apple Tree,Musical/Film,Van Alstyne| E.| & Williams| H. H.; REC: Henry Burr; Duke Ellington
1937,In The Still Of The Night,Jazz,Porter| Cole; REC: Frank Sinatra; Kiri Te Kanawa; Ella Fitzgerald
1956,In The Still Of The Night,R & B/Soul,Parris| Fred; REC: The Five Satins; The Moonglows; The Flamingos; Boyz II Men
1980,In The Stone,R & B/Soul,Foster| D.| White| M.| & Willis| A.; REC: Earth| Wind & Fire
1965,In The Summertime,Country/Bluegrass,Miller| Roger; REC: Roger Miller
1970,In The Summertime,Rock/Pop,Dorset| Ray; REC: Mungo Jerry; Shaggy
1902,In The Sweet Bye And Bye,Musical/Film,Von Tilzer| H.| & Bryan| V. P.; REC: The Haydn Quartet
1992,In The Sweet Embrace Of Life,Jazz,Marsalis| Wynton; REC: Wynton Marsalis
1955,In The Wee Small Hours Of The Morning,Jazz,Mann| D.| & Hilliard| B.; REC: Frank Sinatra; Wynton Marsalis; Art Blakey
1947,In Walked Bud,Jazz,Monk| Thelonius; REC: Thelonious Monk; Art Blakey; Eddie "Lockjaw" Davis; Steve Grossman; Tito Puente; McCoy Tyner; Amina Figarova
1986,In Your Eyes,Rock/Pop,Gabriel| Peter; REC: Peter Gabriel
1956,In Your Own Sweet Way,Jazz,Brubeck| Dave; REC: Dave Brubeck; Chet Baker; Miles Davis; Bill Evans; Sonny Rollins; Phil Woods; Wes Montgomery; Stan Getz; McCoy Tyner; Carlos Barbosa-Lima; Marian McPartland; Benny Golson
1993,In/Flux,Dance/Electronica,DJ Shadow; REC: DJ Shadow
1975,Inca Roads,Rock/Pop,Zappa| Frank; REC: Frank Zappa & The Mothers Of Invention
1951,Inchworm, The,Musical/Film,Loesser| Frank; REC: Janice Mars; John Coltrane; Mary Hopkin
1993,Independence Day,Country/Bluegrass,Peters| Gretchen; REC: Martina McBride; Gretchen Peters
1988,Indian Girl (An Adult Story),Hip-Hop,Slick Rick; REC: Slick Rick
1924,Indian Love Call,Musical/Film,Friml| R.| Hammerstein II| O.| & Harbach| O.; REC: Nelson Eddy & Jeanette MacDonald; Slim Whitman
1939,Indian Summer,Jazz,Herbert| V.| & Dubin| A.; REC: Frank Sinatra with Tommy Dorsey; Glenn Miller; Sidney Bechet; Stan Getz; Ella Fitzgerald; Sy Oliver; Duke Ellington; Count Basie; Coleman Hawkins
1998,Inertia Creeps,Dance/Electronica,Del Naja| R.| Marshall| G.| & Vowles| A.; REC: Massive Attack
1992,Infamous Angel,Country/Bluegrass,DeMent| Iris; REC: Iris Dement
1964,Infant Eyes,Jazz,Shorter| Wayne; REC: Wayne Shorter; Stan Getz; Phil Woods; Dan Moretti; Cyrus Chestnut; Many Fox; John Hicks; Antoine Herve; David Sanborn; Jeff Newell
1969,Infinite Search,Jazz,Vitous| Miroslav; REC: Miroslav Vitous; Herbie Hancock
1967,Inflated Tear, The,Jazz,Kirk| Rahsaan Roland; REC: Rahsaan Roland Kirk; Tiziano Tononi; Lester Bowie's Brass Fantasy; Bill Hardman; Dave Douglas; Ellery Eskelin; Steve Turre; Ramon Lopez
1993,Inner City Boundaries,Hip-Hop,Freestyle Fellowship| Daddy O| & Willis| R.; REC: Freestyle Fellowship
1994,Inner City Life,Dance/Electronica,Goldie| & Playford| R.; REC: Goldie
1987,Innocent When You Dream,Jazz,Waits| Tom; REC: Tom Waits; Neko Case
1993,Insane In The Brain,Hip-Hop,B Real| DJ Muggs| & Sen Dog; REC: Cypress Hill
1995,Insensitive,Country/Bluegrass,Loree| Ann; REC: Jann Arden; LeAnn Rimes; Anne Murray
1997,Inside Out,Dance/Electronica,Culture Beat; REC: Sandra Collins
1996,Insomnia,Dance/Electronica,Maxi Jazz| Rollo| & Sister Bliss; REC: Faithless
1970,Instant Karma,Rock/Pop,Lennon| John; REC: Plastic Ono Band
1998,Intergalactic,Hip-Hop,Beastie Boys| & Caldato| Jr.| M.; REC: Beastie Boys
1997,Into My Arms,Rock/Pop,Cave| Nick; REC: Nick Cave & The Bad Seeds
1988,Into Temptation,Rock/Pop,Finn| Neil; REC: Crowded House
1989,Into The Fire,Rock/Pop,McLachlan| S.| & Marchand| P.; REC: Sarah McLachlan
1984,Into The Groove,Dance/Electronica,Madonna| & Bray| S.; REC: Madonna
1970,Into The Mystic,R & B/Soul,Morrison| Van; REC: Van Morrison
1944,Invitation To The Blues,Jazz,Gershwin| A.| Roberts| A.| & Fisher| D.; REC: Julie London; Gene Krupa
1961,Invitation To The Blues,Country/Bluegrass,Miller| Roger; REC: Ray Price; Willie Nelson
1976,Invitation To The Blues,Jazz,Waits| Tom; REC: Tom Waits
1998,Iris,Rock/Pop,Rzeznik| J.; REC: Goo Goo Dolls
1983,Irish Heartbeat,R & B/Soul,Morrison| Van; REC: Van Morrison
1995,Ironic,Rock/Pop,Morissette| A.| & Ballard| G.; REC: Alanis Morissette
1969,Is That All There Is?,Jazz,Leiber| J.| & Stoller| M.; REC: Peggy Lee
1961,Is There Any Chance?,Country/Bluegrass,Robbins| Marty; REC: Marty Robbins; Marion Worth; Pap & The Sidemen
1944,Is You Is Or Is You Ain't (Ma' Baby)?,Swing,Jordan| L.| & Austin| B.; REC: Louis Jordan; The Andrews Sisters; Glenn Miller; Woody Herman; Bing Crosby; Anita O'Day
1936,I'se A-Muggin',Jazz,Smith| Stuff; REC: Stuff Smith; Paul Whiteman; Django Reinhardt; Mel Torme; Andy Kirk & His Clouds Of Joy; Jack Teagarden; George Melly
1932,Isn't It Romantic?,Jazz,Rodgers| R.| & Hart| L.; REC: Chet Baker; Roberta Flack; Shirley Horn; Charlie Parker; Rod Stewart
1995,Isobel,Dance/Electronica,Björk| De Vries| M.| Hooper| N.| & Sjón; REC: Bjork
1970,Isolation,Rock/Pop,Lennon| John; REC: John Lennon
1969,Israelites, The,Reggae,Dekker| Desmond; REC: Desmond Dekker & The Aces
1953,Istanbul, Not Constantinople,Jazz,Simon| N.| & Kennedy| J.; REC: The Four Lads; They Might Be Giants
1964,It Ain't Me, Babe,Folk/Roots,Dylan| Bob; REC: Bob Dylan
1935,It Ain't Necessarily So,Jazz,Gershwin| G.| & Gershwin| I.; REC: Frank Sinatra; Aretha Franklin; Stan Kenton; Mary Lou Williams
1991,It Ain't Over Till It's Over,R & B/Soul,Kravitz| Lenny; REC: Lenny Kravitz
1926,It All Depends On You,Musical/Film,Henderson| R.| De Sylva| B. G.| & Brown| L.; REC: Al Jolson; Paul Whiteman; Ben Bernie; Doris Day; Sheree North; Gordon MacRae
1966,It Can't Happen Here,Rock/Pop,Zappa| Frank; REC: Frank Zappa & The Mothers Of Invention
1944,It Could Happen To You,Jazz,Van Heusen| J.| & Burke| J.; REC: Frank Sinatra; Bud Powell; Sarah Vaughan; Erroll Garner; Miles Davis; Clifford Brown; June Cristy; Sonny Rollins; Barney Kessel; Ahmad Jamal; Jo Stafford; Ruth Brown; Julie London; Peggy Lee; Lenny Breau; George Shearing
1932,It Don't Mean A Thing If It Ain't Got That Swing,Jazz,Ellington| D.| & Mills| I.; REC: Joe Williams; Duke Ellington; Tony Bennett; Stuff Smith; Ernestine Anderson
1924,It Had To Be You,Jazz,Jones| I.| & Kahn| G.; REC: Billie Holiday; Tony Bennett; Isham Jones; Ray Charles; Stan Kenton; Rod Stewart; Shirley Horn
1940,It Hurts Me Too,Blues,Tampa Red; REC: Tampa Red; Big Bill Broonzy; Elmore James; Bob Dylan; The Rolling Stones; The Paul Butterfield Blues Band
1975,It Makes No Difference,Folk/Roots,Robertson| Robbie; REC: The Band; Solomon Burke
1945,It Might As Well Be Spring,Jazz,Rodgers| R.| & Hammerstein| II| O.; REC: Anita Gordon; Clifford Brown; Stan Kenton
1962,It Might As Well Rain Until September,Rock/Pop,King| C.| & Goffin| G.; REC: Carole King
1940,It Never Entered My Mind,Jazz,Rodgers| R.| & Hart| L.; REC: Sarah Vaughan; Miles Davis; Frank Sinatra; Stan Kenton; Peggy Lee; Wynton Marsalis; Linda Ronstadt
1990,It Never Rains In Southern California,R & B/Soul,Tony! Toni! Toné!; REC: Tony! Toni! Toné!
1965,It Takes A Lot To Laugh, It Takes A Train To Cry,Blues,Dylan| Bob; REC: Bob Dylan; Grateful Dead; Phoebe Snow
1988,It Takes Two,Hip-Hop,Base| Rob; REC: Rob Base & DJ E-Z Rock
1992,It Was A Good Day,Hip-Hop,Ice Cube| Goodman| A.| Goodman| S.| Isley| R.| Isley| R.| Isley| E.| Isley| O.| & Ray| H.; REC: Ice Cube; H2O
1961,It Was A Very Good Year,Jazz,Drake| Ervin; REC: Frank Sinatra; Stan Kenton; William Shatner
1977,It Was Rainin',Blues,Winter| Johnny; REC: Johnny Winter
1952,It Wasn't God Who Made Honky Tonk Angels,Country/Bluegrass,Miller| J. D.; REC: Kitty Wells
1989,It Won't Take Long,Folk/Roots,Ferron; REC: Ferron
1967,Itchycoo Park,Rock/Pop,Marriott| S.| & Lane| R.; REC: The Small Faces; M People
1946,It's A Good Day,Jazz,Lee| P.| & Barbour| D.; REC: Peggy Lee; Kay Starr; Dean Martin; Bob Wills; Pat Kelly; Gene Krupa; Connie Evingson; Bing Crosby; Dick Haymes; Vaughn Monroe; Nat King Cole; Jessica Molaskey; Rebecca Kilgore
1997,It's A Jazz Thing,Dance/Electronica,Size| Roni; REC: Roni Size
1912,It's A Long Long Way To Tipperary,Musical/Film,Judge| J.| & Williams| H. H.; REC: John McCormack
1966,It's A Man's, Man's, Man's World,R & B/Soul,Brown| J.| & Newsome| B. J.; REC: James Brown
1948,It's A Most Unusual Day,Jazz,McHugh| J.| & Adamson| H.; REC: Chris Connor; June Christy; Louis Armstrong; Mel Torme; Stan Kenton
1961,It's A Raggy Waltz,Jazz,Brubeck| Dave; REC: The Dave Brubeck Quartet; Carmen McRae; Nigel Ogden; Rick Eldridge; Steve Czarnecki; Anthony Braxton
1987,It's A Sin,Dance/Electronica,Lowe| C.| & Tennant| N.; REC: Pet Shop Boys
1936,It's A Sin To Tell A Lie,Musical/Film,Mayhew| Billy; REC: Fats Waller; Kate Smith
1998,It's All Been Done,Rock/Pop,Page| Steven; REC: Barenaked Ladies
1951,It's All In The Game,R & B/Soul,Dawes| C. G.| & Sigman| C.; REC: Tommy Edwards; The Four Tops; Isaac Hayes
1964,It's All Over Now,Rock/Pop,Womack| B.| & Womack| S.; REC: The Rolling Stones; The Faces; Waylon Jennings; Johnny Winter; Ry Cooder
1965,It's All Over Now, Baby Blue,Rock/Pop,Dylan| Bob; REC: Bob Dylan; Them
1963,It's All Right,R & B/Soul,Mayfield| Curtis; REC: The Impressions
1965,It's Alright, Ma, I'm Only Bleeding,Rock/Pop,Dylan| Bob; REC: Bob Dylan
1945,It's Been A Long, Long Time,Jazz,Styne| J.| & Cahn| S.; REC: Harry James & Kitty Kallen
1999,It's Bigger Than Hip-Hop,Hip-Hop,Alford| L.| Gavin| C.| & West| K.; REC: Dead Prez
1989,It's Catching Up,Rock/Pop,Wright| R.| & Wright| J.; REC: Nomeansno
1959,It's Just A Matter Of Time,R & B/Soul,Benton| B.| Hendricks| B. C.| Otis| C.; REC: Brook Benton; Randy Travis; Sonny James
1983,It's Like That,Hip-Hop,McDaniels| D.| Simmons| J.| & Smith| L.; REC: Run-DMC
1948,It's Magic,Jazz,Styne| J.| & Cahn| S.; REC: Dinah Washington; Frank Sinatra; Carmen McRae
1963,It's My Party,Rock/Pop,Weiner| H.| Gold| W.| & Gluck| J.; REC: Leslie Gore
1989,It's No Crime,R & B/Soul,Babyface| Reid| L. A.| & Simmons| D.; REC: Babyface
1965,It's Not Unusual,Rock/Pop,Reed| L.| & Mills| G.; REC: Tom Jones; The Dells; Stan Kenton
1960,It's Now Or Never (tune: O Solo Mio),Musical/Film,Di Capua| E. (music| 1899)| Gold| W.| & Schroeder| A. (words| 1960); REC: Elvis Presley
1933,It's Only A Paper Moon,Jazz,Arlen| H.| Rose| B.| & Harburg| E. Y.; REC: Nat King Cole; The Mills Brothers; Chet Baker; Art Tatum
1958,It's Only Make Believe,Country/Bluegrass,Twitty| C.| & Nance| J.; REC: Conway Twitty
1982,It's Raining Men,R & B/Soul,Shaffer| P.| & Jabara| P.; REC: The Weather Girls
1999,It's So Hard,Hip-Hop,Big Punisher| Frierson| R.| & Garfield| J.; REC: Big Punisher
1987,It's The End Of The World As We Know It (And I Feel Fine),Rock/Pop,Stipe| M.| Berry| B.| Mills| M.| & Buck| P.; REC: R. E. M.; Great Big Sea
1965,It's The Same Old Song,R & B/Soul,Holland| B.| Dozier| L.| & Holland| E.; REC: The Four Tops
1928,It's Tight Like That,Blues,Tampa Red| & Dorsey| T. A.; REC: Tampa Red; Coleman Hawkins; Clara Smith; Jimmie Noone; McKinney's Cotton Pickers; The Dixie Stompers
1971,It's Too Late,Rock/Pop,King| C.| & Stern| T.; REC: Carole King; Isaac Hayes; Dennis Brown
1948,It's Too Soon To Know,R & B/Soul,Chessler| Deborah; REC: The Orioles; The Flamingos; Dinah Washington; Linda Ronstadt
1986,It's Tricky,Hip-Hop,McDaniels| D.| Simmons| J.| Mizell| J.| & Rubin| R.; REC: Run-DMC
1969,It's Your Thing,R & B/Soul,Isley| O.| Isley| R.| & Isley| R.; REC: The Isley Brothers; Ann Peebles; Aretha Franklin; Booker T. & The MGs; The Temptations; The Jackson 5
1966,I've Been A Long Time Leavin',Country/Bluegrass,Miller| Roger; REC: Roger Miller
1951,I've Been Down That Road Before,Country/Bluegrass,Williams| Sr.| Hank; REC: Hank Williams| Sr.
1962,I've Been Everywhere,Country/Bluegrass,Mack| Geoffrey; REC: Hank Snow; Johnny Cash
1965,I've Been Loving You Too Long,R & B/Soul,Redding| O.| & Butler| J.; REC: Otis Redding; Ike & Tina Turner; Percy Sledge; Jerry Butler
1928,I've Got A Crush On You,Jazz,Gershwin| G.| & Gershwin| I.; REC: Frank Sinatra; Marian McPartland; Linda Ronstadt
1942,I've Got A Gal In Kalamazoo,Swing,Warren| H.| & Gordon| M.; REC: Glenn Miller; Louis Armstrong; The Andrews Sisters; Tommy Dorsey
1965,I've Got A Tiger By The Tail,Country/Bluegrass,Howard| H.| & Owens| B.; REC: Buck Owens; Ernest Tubb; Harlan Howard; Waylon Jennings
1937,I've Got My Love To Keep Me Warm,Jazz,Berlin| Irving; REC: Billie Holiday; The Mills Brothers
1909,I've Got Rings On My Fingers (Bells On My Toes),Musical/Film,Scott| M.| & Weston| R. P.; REC: Ada Jones; Dick Kuhn
1932,I've Got The World On A String,Jazz,Arlen| H.| & Koehler| T.; REC: Frank Sinatra; Diana Krall; Ella Fitzgerald & Quincy Jones; Peggy Lee; Louis Armstrong; Peggy Lee
1936,I've Got You Under My Skin,Jazz,Porter| Cole; REC: Frank Sinatra; Dinah Washington
1956,I've Grown Accustomed To Her Face,Musical/Film,Loewe| F.| & Lerner| A. J.; REC: Rex Harrison; Tony Bennett
1942,I've Heard That Song Before,Jazz,Styne| J.| & Cahn| S.; REC: Harry James
1984,Ivo,Rock/Pop,Cocteau Twins; REC: Cocteau Twins
,,,
J (Song Title),,,
1963,Jack The Ripper,Rock/Pop,Wray| L.| & Cooper| M.; REC: Link Wray
1992,Jack The Ripper,Rock/Pop,Morrissey| & Boorer| B.; REC: Morrissey
1986,Jack Your Body,Dance/Electronica,Hurley| Steve "Silk"; REC: Steve "Silk" Hurley
1972,Jackie Wilson Said,R & B/Soul,Morrison| Van; REC: Van Morrison
1965,Jackson,Country/Bluegrass,Wheeler| B. E.| & Rogers| G.; REC: Johnny Cash & June Carter Cash
1978,Jaco,Jazz,Metheny| Pat; REC: Pat Metheny Group
1957,Jailhouse Rock,Rock/Pop,Leiber| J.| & Stoller| M.; REC: Elvis Presley; The Jeff Beck Group
1955,Jamaica Farewell,Folk/Roots,Lord Burgess; REC: Harry Belafonte
1969,Jamaica Say You Will,Rock/Pop,Browne| Jackson; REC: The Byrds; Jackson Browne; The Nitty Gritty Dirt Band; Tom Rush
1952,Jambalaya,Country/Bluegrass,Williams| Sr.| Hank; REC: Hank Williams| Sr.; Clarence "Gatemouth" Brown
1962,James Bond Theme,Musical/Film,Norman| Monty; REC: John Barry; Monty Norman; John Zorn; The Prague Philharmonic Orchestra
1977,Jamming,Reggae,Marley| Bob; REC: Bob Marley & The Wailers
1975,J'attendrai,Dance/Electronica,Oliveri| D.| Olivieri| O.| & Poterat| L.; REC: Dalida
1972,Java,Reggae,Pablo| Augustus; REC: Augustus Pablo; Aswad; Arturo Tappin
1988,Jazz Police,Rock/Pop,Cohen| L.| & Fisher| J.; REC: Leonard Cohen
1969,Je T'Aime ... Moi Non Plus,Rock/Pop,Gainsbourg| Serge; REC: Jane Birkin & Serge Gainsbourg
1971,Jealous Guy,Rock/Pop,Lennon| John; REC: John Lennon; The Faces; Roxy Music; Rod Stewart; Jose Feliciano; The Black Crowes; Nils Lofgren; Lou Reed; Joe Cocker; Donny Hathaway
1994,Jealousy,Rock/Pop,Phair| Liz; REC: Liz Phair
1956,Jean And Dinah,Folk/Roots,Francisco| Slinger; REC: The Mighty Sparrow
1938,Jeepers Creepers,Jazz,Warren| H.| & Mercer| J.; REC: Louis Armstrong; The Dells; Tony Bennett
1991,Jeremy,Rock/Pop,Vedder| E.| & Ament| J.; REC: Pearl Jam
1991,Jerry Was A Race Car Driver,Rock/Pop,Claypool| Les| & Primus; REC: Primus
1980,Jersey Girl,R & B/Soul,Waits| Tom; REC: Tom Waits; Bruce Springsteen; Holly Cole
1916,Jerusalem,Classical/ Contemporary,Parry| Sir C. H. H.| & Blake| W.; REC: Paul Robeson; Judy Collins
1936,Jesse James,Folk/Roots,Guthrie| Woody; REC: Woody Guthrie
1971,Jesus' Blood Never Failed Me Yet,Classical/ Contemporary,Bryars| Gavin; REC: Gavin Bryars & Tom Waits; Jars of Clay
1997,Jesus' Brother Bob,Folk/Roots,Arrogant Worms| The; REC: The Arrogant Worms
1945,Jesus Christ,Folk/Roots,Guthrie| Woody; REC: Woody Guthrie
1991,Jesus Christ Pose,Rock/Pop,Cornell| C.| Cameron| M.| Shepherd| B.| & Thayil| K.; REC: Soundgarden
1970,Jesus Christ Superstar,Musical/Film,Webber| A. L.| & Rice| T.; REC: Allen Toussaint Orchestra; Laibach
1949,Jesus Remembered Me,Gospel,Williams| Sr.| Hank; REC: Hank Williams| Sr.
1955,Jim Dandy,R & B/Soul,Chase| Lincoln; REC: LaVern Baker; Black Oak Arkansas
1988,Jimi,Rock/Pop,Butthole Surfers; REC: Butthole Surfers
1931,Jimmie Brown, The Newsboy,Country/Bluegrass,Carter| A. P./Traditional; REC: The Carter Family; Mac Wiseman
1979,Jimmy Jazz,Rock/Pop,Strummer| J.| & Jones| M.; REC: The Clash
